10000055	Abingdon and Witney College 	Q01 	92%
10006442	Birmingham Metropolitan College 	Q01 	85%
10006442	Birmingham Metropolitan College 	Q02 	80%
10006442	Birmingham Metropolitan College 	Q03 	80%
10006442	Birmingham Metropolitan College 	Q04 	83%
10006442	Birmingham Metropolitan College 	Q05 	69%
10006442	Birmingham Metropolitan College 	Q06 	75%
10006442	Birmingham Metropolitan College 	Q07 	60%
10006442	Birmingham Metropolitan College 	Q08 	70%
10006442	Birmingham Metropolitan College 	Q09 	65%
10006442	Birmingham Metropolitan College 	Q10 	73%
10006442	Birmingham Metropolitan College 	Q11 	76%
10006442	Birmingham Metropolitan College 	Q12 	71%
10006442	Birmingham Metropolitan College 	Q13 	76%
10006442	Birmingham Metropolitan College 	Q14 	66%
10006442	Birmingham Metropolitan College 	Q15 	63%
10006442	Birmingham Metropolitan College 	Q16 	64%
10006442	Birmingham Metropolitan College 	Q17 	71%
10006442	Birmingham Metropolitan College 	Q18 	56%
10006442	Birmingham Metropolitan College 	Q19 	83%
10006442	Birmingham Metropolitan College 	Q20 	85%
10006442	Birmingham Metropolitan College 	Q21 	80%
10006442	Birmingham Metropolitan College 	Q22 	73%
10006442	Birmingham Metropolitan College 	Q24 	57%
10006463	Swindon College 	Q01 	84%
10006463	Swindon College 	Q02 	82%
10006463	Swindon College 	Q03 	77%
10006463	Swindon College 	Q04 	74%
10006463	Swindon College 	Q05 	60%
10006463	Swindon College 	Q06 	73%
10006463	Swindon College 	Q07 	51%
10006463	Swindon College 	Q08 	71%
10006463	Swindon College 	Q09 	61%
10006463	Swindon College 	Q10 	77%
10006463	Swindon College 	Q11 	77%
10006463	Swindon College 	Q12 	75%
10006463	Swindon College 	Q13 	78%
10006463	Swindon College 	Q14 	48%
10006463	Swindon College 	Q15 	48%
10006463	Swindon College 	Q16 	68%
10006463	Swindon College 	Q17 	85%
10006463	Swindon College 	Q18 	74%
10006463	Swindon College 	Q19 	79%
10006463	Swindon College 	Q20 	76%
10006463	Swindon College 	Q21 	72%
10006463	Swindon College 	Q22 	75%
10006463	Swindon College 	Q24 	65%
10006494	Tameside College 	Q01 	92%
10006494	Tameside College 	Q02 	85%
10006494	Tameside College 	Q03 	92%
10006494	Tameside College 	Q04 	85%
10006494	Tameside College 	Q05 	73%
10006494	Tameside College 	Q06 	88%
10006494	Tameside College 	Q07 	69%
10006494	Tameside College 	Q08 	96%
10006494	Tameside College 	Q09 	88%
10006494	Tameside College 	Q10 	81%
10006494	Tameside College 	Q11 	81%
10006494	Tameside College 	Q12 	76%
10006494	Tameside College 	Q13 	77%
10006494	Tameside College 	Q14 	65%
10006494	Tameside College 	Q15 	65%
10006494	Tameside College 	Q16 	80%
10006494	Tameside College 	Q17 	88%
10006494	Tameside College 	Q18 	67%
10006494	Tameside College 	Q19 	76%
10006494	Tameside College 	Q20 	68%
10006494	Tameside College 	Q21 	77%
10006494	Tameside College 	Q22 	77%
10006494	Tameside College 	Q24 	36%
10006549	Telford College of Arts and Technology 	Q01 	85%
10006549	Telford College of Arts and Technology 	Q02 	76%
10006549	Telford College of Arts and Technology 	Q03 	79%
10006549	Telford College of Arts and Technology 	Q04 	74%
10006549	Telford College of Arts and Technology 	Q05 	68%
10006549	Telford College of Arts and Technology 	Q06 	83%
10006549	Telford College of Arts and Technology 	Q07 	76%
10006549	Telford College of Arts and Technology 	Q08 	83%
10006549	Telford College of Arts and Technology 	Q09 	80%
10006549	Telford College of Arts and Technology 	Q10 	74%
10006549	Telford College of Arts and Technology 	Q11 	69%
10006549	Telford College of Arts and Technology 	Q12 	78%
10006549	Telford College of Arts and Technology 	Q13 	63%
10006549	Telford College of Arts and Technology 	Q14 	61%
10006549	Telford College of Arts and Technology 	Q15 	50%
10006549	Telford College of Arts and Technology 	Q16 	76%
10006549	Telford College of Arts and Technology 	Q17 	67%
10006549	Telford College of Arts and Technology 	Q18 	51%
10006549	Telford College of Arts and Technology 	Q19 	73%
10006549	Telford College of Arts and Technology 	Q20 	73%
10006549	Telford College of Arts and Technology 	Q21 	73%
10006549	Telford College of Arts and Technology 	Q22 	79%
10006549	Telford College of Arts and Technology 	Q24 	59%
10006566	The University of West London 	Q01 	85%
10006566	The University of West London 	Q02 	82%
10006566	The University of West London 	Q03 	84%
10006566	The University of West London 	Q04 	82%
10006566	The University of West London 	Q05 	78%
10006566	The University of West London 	Q06 	74%
10006566	The University of West London 	Q07 	65%
10006566	The University of West London 	Q08 	71%
10006566	The University of West London 	Q09 	68%
10006566	The University of West London 	Q10 	75%
10006566	The University of West London 	Q11 	79%
10006566	The University of West London 	Q12 	75%
10006566	The University of West London 	Q13 	80%
10006566	The University of West London 	Q14 	71%
10006566	The University of West London 	Q15 	67%
10006566	The University of West London 	Q16 	77%
10006566	The University of West London 	Q17 	85%
10006566	The University of West London 	Q18 	74%
10006566	The University of West London 	Q19 	84%
10006566	The University of West London 	Q20 	86%
10006566	The University of West London 	Q21 	83%
10006566	The University of West London 	Q22 	80%
10006566	The University of West London 	Q24 	59%
10006566	The University of West London 	NHS1 	78%
10006566	The University of West London 	NHS2 	91%
10006566	The University of West London 	NHS3 	85%
10006566	The University of West London 	NHS4 	90%
10006566	The University of West London 	NHS5 	90%
10006566	The University of West London 	NHS6 	86%
10006840	University of Birmingham 	Q01 	93%
10006840	University of Birmingham 	Q02 	85%
10006840	University of Birmingham 	Q03 	90%
10006840	University of Birmingham 	Q04 	90%
10006840	University of Birmingham 	Q05 	75%
10006840	University of Birmingham 	Q06 	76%
10006840	University of Birmingham 	Q07 	67%
10006840	University of Birmingham 	Q08 	65%
10006840	University of Birmingham 	Q09 	60%
10006840	University of Birmingham 	Q10 	78%
10006840	University of Birmingham 	Q11 	89%
10006840	University of Birmingham 	Q12 	75%
10006840	University of Birmingham 	Q13 	84%
10006840	University of Birmingham 	Q14 	78%
10006840	University of Birmingham 	Q15 	79%
10006840	University of Birmingham 	Q16 	86%
10006840	University of Birmingham 	Q17 	86%
10006840	University of Birmingham 	Q18 	79%
10006840	University of Birmingham 	Q19 	80%
10006840	University of Birmingham 	Q20 	84%
10006840	University of Birmingham 	Q21 	82%
10006840	University of Birmingham 	Q22 	88%
10006840	University of Birmingham 	Q24 	69%
10006840	University of Birmingham 	NHS1 	93%
10006840	University of Birmingham 	NHS2 	98%
10006840	University of Birmingham 	NHS3 	97%
10006840	University of Birmingham 	NHS4 	99%
10006840	University of Birmingham 	NHS5 	98%
10006840	University of Birmingham 	NHS6 	98%
10006841	University of Bolton 	Q01 	88%
10006841	University of Bolton 	Q02 	82%
10006841	University of Bolton 	Q03 	84%
10006841	University of Bolton 	Q04 	81%
10006841	University of Bolton 	Q05 	77%
10006841	University of Bolton 	Q06 	76%
10006841	University of Bolton 	Q07 	66%
10006841	University of Bolton 	Q08 	72%
10006841	University of Bolton 	Q09 	69%
10006841	University of Bolton 	Q10 	75%
10006841	University of Bolton 	Q11 	79%
10006841	University of Bolton 	Q12 	73%
10006841	University of Bolton 	Q13 	80%
10006841	University of Bolton 	Q14 	70%
10006841	University of Bolton 	Q15 	66%
10006841	University of Bolton 	Q16 	75%
10006841	University of Bolton 	Q17 	80%
10006841	University of Bolton 	Q18 	74%
10006841	University of Bolton 	Q19 	80%
10006841	University of Bolton 	Q20 	83%
10006841	University of Bolton 	Q21 	80%
10006841	University of Bolton 	Q22 	78%
10006841	University of Bolton 	Q24 	56%
10006842	University of Liverpool 	Q01 	91%
10006842	University of Liverpool 	Q02 	82%
10006842	University of Liverpool 	Q03 	87%
10006842	University of Liverpool 	Q04 	88%
10006842	University of Liverpool 	Q05 	72%
10006842	University of Liverpool 	Q06 	77%
10006842	University of Liverpool 	Q07 	68%
10006842	University of Liverpool 	Q08 	64%
10006842	University of Liverpool 	Q09 	61%
10006842	University of Liverpool 	Q10 	75%
10006842	University of Liverpool 	Q11 	88%
10006842	University of Liverpool 	Q12 	72%
10006842	University of Liverpool 	Q13 	80%
10006842	University of Liverpool 	Q14 	83%
10006842	University of Liverpool 	Q15 	81%
10006842	University of Liverpool 	Q16 	89%
10006842	University of Liverpool 	Q17 	86%
10006842	University of Liverpool 	Q18 	81%
10006842	University of Liverpool 	Q19 	80%
10006842	University of Liverpool 	Q20 	83%
10006842	University of Liverpool 	Q21 	83%
10006842	University of Liverpool 	Q22 	88%
10006842	University of Liverpool 	Q24 	55%
10006842	University of Liverpool 	NHS1 	85%
10006842	University of Liverpool 	NHS2 	95%
10006842	University of Liverpool 	NHS3 	90%
10006842	University of Liverpool 	NHS4 	92%
10006842	University of Liverpool 	NHS5 	91%
10006842	University of Liverpool 	NHS6 	90%
10007011	Northampton College 	Q01 	90%
10007011	Northampton College 	Q02 	88%
10007011	Northampton College 	Q03 	87%
10007011	Northampton College 	Q04 	83%
10007011	Northampton College 	Q05 	87%
10007011	Northampton College 	Q06 	87%
10007011	Northampton College 	Q07 	75%
10007011	Northampton College 	Q08 	92%
10007011	Northampton College 	Q09 	87%
10007011	Northampton College 	Q10 	87%
10007011	Northampton College 	Q11 	83%
10007011	Northampton College 	Q12 	83%
10007011	Northampton College 	Q13 	75%
10007011	Northampton College 	Q14 	78%
10007011	Northampton College 	Q15 	65%
10007011	Northampton College 	Q16 	87%
10007011	Northampton College 	Q17 	90%
10007011	Northampton College 	Q18 	81%
10007011	Northampton College 	Q19 	87%
10007011	Northampton College 	Q20 	81%
10007011	Northampton College 	Q21 	85%
10007011	Northampton College 	Q22 	85%
10007011	Northampton College 	Q24 	65%
10007035	Tresham College of Further and Higher Education 	Q01 	83%
10007035	Tresham College of Further and Higher Education 	Q02 	76%
10007035	Tresham College of Further and Higher Education 	Q03 	76%
10007035	Tresham College of Further and Higher Education 	Q04 	72%
10007035	Tresham College of Further and Higher Education 	Q05 	69%
10007035	Tresham College of Further and Higher Education 	Q06 	86%
10007035	Tresham College of Further and Higher Education 	Q07 	62%
10007035	Tresham College of Further and Higher Education 	Q08 	76%
10007035	Tresham College of Further and Higher Education 	Q09 	75%
10007035	Tresham College of Further and Higher Education 	Q10 	68%
10007035	Tresham College of Further and Higher Education 	Q11 	72%
10007035	Tresham College of Further and Higher Education 	Q12 	61%
10007035	Tresham College of Further and Higher Education 	Q13 	86%
10007035	Tresham College of Further and Higher Education 	Q14 	74%
10007035	Tresham College of Further and Higher Education 	Q15 	55%
10007035	Tresham College of Further and Higher Education 	Q16 	57%
10007035	Tresham College of Further and Higher Education 	Q17 	86%
10007035	Tresham College of Further and Higher Education 	Q18 	73%
10007035	Tresham College of Further and Higher Education 	Q19 	83%
10007035	Tresham College of Further and Higher Education 	Q20 	82%
10007035	Tresham College of Further and Higher Education 	Q21 	75%
10007035	Tresham College of Further and Higher Education 	Q22 	79%
10007035	Tresham College of Further and Higher Education 	Q24 	42%
10007063	Truro and Penwith College 	Q01 	89%
10007063	Truro and Penwith College 	Q02 	83%
10007063	Truro and Penwith College 	Q03 	88%
10007063	Truro and Penwith College 	Q04 	80%
10007063	Truro and Penwith College 	Q05 	81%
10007063	Truro and Penwith College 	Q06 	81%
10007063	Truro and Penwith College 	Q07 	74%
10007063	Truro and Penwith College 	Q08 	85%
10007063	Truro and Penwith College 	Q09 	78%
10007063	Truro and Penwith College 	Q10 	83%
10007063	Truro and Penwith College 	Q11 	85%
10007063	Truro and Penwith College 	Q12 	80%
10007063	Truro and Penwith College 	Q13 	79%
10007063	Truro and Penwith College 	Q14 	75%
10007063	Truro and Penwith College 	Q15 	68%
10007063	Truro and Penwith College 	Q16 	78%
10007063	Truro and Penwith College 	Q17 	87%
10007063	Truro and Penwith College 	Q18 	75%
10007063	Truro and Penwith College 	Q19 	79%
10007063	Truro and Penwith College 	Q20 	79%
10007063	Truro and Penwith College 	Q21 	78%
10007063	Truro and Penwith College 	Q22 	82%
10007063	Truro and Penwith College 	Q24 	55%
10007114	University of the Highlands and Islands 	Q01 	93%
10007114	University of the Highlands and Islands 	Q02 	86%
10007114	University of the Highlands and Islands 	Q03 	88%
10007114	University of the Highlands and Islands 	Q04 	84%
10007114	University of the Highlands and Islands 	Q05 	82%
10007114	University of the Highlands and Islands 	Q06 	88%
10007114	University of the Highlands and Islands 	Q07 	70%
10007114	University of the Highlands and Islands 	Q08 	78%
10007114	University of the Highlands and Islands 	Q09 	78%
10007114	University of the Highlands and Islands 	Q10 	84%
10007114	University of the Highlands and Islands 	Q11 	83%
10007114	University of the Highlands and Islands 	Q12 	81%
10007114	University of the Highlands and Islands 	Q13 	78%
10007114	University of the Highlands and Islands 	Q14 	69%
10007114	University of the Highlands and Islands 	Q15 	63%
10007114	University of the Highlands and Islands 	Q16 	74%
10007114	University of the Highlands and Islands 	Q17 	83%
10007114	University of the Highlands and Islands 	Q18 	74%
10007114	University of the Highlands and Islands 	Q19 	83%
10007114	University of the Highlands and Islands 	Q20 	85%
10007114	University of the Highlands and Islands 	Q21 	84%
10007114	University of the Highlands and Islands 	Q22 	84%
10007114	University of the Highlands and Islands 	Q24 	55%
10007137	University of Chichester 	Q01 	91%
10007137	University of Chichester 	Q02 	87%
10007137	University of Chichester 	Q03 	92%
10007137	University of Chichester 	Q04 	84%
10007137	University of Chichester 	Q05 	77%
10007137	University of Chichester 	Q06 	72%
10007137	University of Chichester 	Q07 	64%
10007137	University of Chichester 	Q08 	76%
10007137	University of Chichester 	Q09 	69%
10007137	University of Chichester 	Q10 	81%
10007137	University of Chichester 	Q11 	87%
10007137	University of Chichester 	Q12 	80%
10007137	University of Chichester 	Q13 	81%
10007137	University of Chichester 	Q14 	80%
10007137	University of Chichester 	Q15 	77%
10007137	University of Chichester 	Q16 	86%
10007137	University of Chichester 	Q17 	85%
10007137	University of Chichester 	Q18 	79%
10007137	University of Chichester 	Q19 	83%
10007137	University of Chichester 	Q20 	86%
10007137	University of Chichester 	Q21 	84%
10007137	University of Chichester 	Q22 	85%
10007137	University of Chichester 	Q24 	76%
10007138	University of Northampton 	Q01 	93%
10007138	University of Northampton 	Q02 	87%
10007138	University of Northampton 	Q03 	91%
10007138	University of Northampton 	Q04 	89%
10007138	University of Northampton 	Q05 	82%
10007138	University of Northampton 	Q06 	82%
10007138	University of Northampton 	Q07 	71%
10007138	University of Northampton 	Q08 	79%
10007138	University of Northampton 	Q09 	73%
10007138	University of Northampton 	Q10 	83%
10007138	University of Northampton 	Q11 	88%
10007138	University of Northampton 	Q12 	81%
10007138	University of Northampton 	Q13 	80%
10007138	University of Northampton 	Q14 	77%
10007138	University of Northampton 	Q15 	78%
10007138	University of Northampton 	Q16 	83%
10007138	University of Northampton 	Q17 	85%
10007138	University of Northampton 	Q18 	80%
10007138	University of Northampton 	Q19 	85%
10007138	University of Northampton 	Q20 	88%
10007138	University of Northampton 	Q21 	84%
10007138	University of Northampton 	Q22 	88%
10007138	University of Northampton 	Q24 	69%
10007138	University of Northampton 	NHS1 	80%
10007138	University of Northampton 	NHS2 	89%
10007138	University of Northampton 	NHS3 	83%
10007138	University of Northampton 	NHS4 	84%
10007138	University of Northampton 	NHS5 	88%
10007138	University of Northampton 	NHS6 	79%
10007139	University of Worcester 	Q01 	90%
10007139	University of Worcester 	Q02 	84%
10007139	University of Worcester 	Q03 	88%
10007139	University of Worcester 	Q04 	83%
10007139	University of Worcester 	Q05 	77%
10007139	University of Worcester 	Q06 	76%
10007139	University of Worcester 	Q07 	61%
10007139	University of Worcester 	Q08 	71%
10007139	University of Worcester 	Q09 	65%
10007139	University of Worcester 	Q10 	82%
10007139	University of Worcester 	Q11 	82%
10007139	University of Worcester 	Q12 	77%
10007139	University of Worcester 	Q13 	79%
10007139	University of Worcester 	Q14 	75%
10007139	University of Worcester 	Q15 	75%
10007139	University of Worcester 	Q16 	65%
10007139	University of Worcester 	Q17 	83%
10007139	University of Worcester 	Q18 	74%
10007139	University of Worcester 	Q19 	82%
10007139	University of Worcester 	Q20 	84%
10007139	University of Worcester 	Q21 	82%
10007139	University of Worcester 	Q22 	85%
10007139	University of Worcester 	Q24 	67%
10007139	University of Worcester 	NHS1 	78%
10007139	University of Worcester 	NHS2 	92%
10007139	University of Worcester 	NHS3 	84%
10007139	University of Worcester 	NHS4 	94%
10007139	University of Worcester 	NHS5 	94%
10007139	University of Worcester 	NHS6 	86%
10007140	Birmingham City University 	Q01 	88%
10007140	Birmingham City University 	Q02 	80%
10007140	Birmingham City University 	Q03 	86%
10007140	Birmingham City University 	Q04 	80%
10007140	Birmingham City University 	Q05 	78%
10007140	Birmingham City University 	Q06 	73%
10007140	Birmingham City University 	Q07 	69%
10007140	Birmingham City University 	Q08 	73%
10007140	Birmingham City University 	Q09 	67%
10007140	Birmingham City University 	Q10 	77%
10007140	Birmingham City University 	Q11 	81%
10007140	Birmingham City University 	Q12 	76%
10007140	Birmingham City University 	Q13 	77%
10007140	Birmingham City University 	Q14 	73%
10007140	Birmingham City University 	Q15 	69%
10007140	Birmingham City University 	Q16 	82%
10007140	Birmingham City University 	Q17 	84%
10007140	Birmingham City University 	Q18 	77%
10007140	Birmingham City University 	Q19 	81%
10007140	Birmingham City University 	Q20 	83%
10007140	Birmingham City University 	Q21 	81%
10007140	Birmingham City University 	Q22 	82%
10007140	Birmingham City University 	Q24 	63%
10007140	Birmingham City University 	NHS1 	73%
10007140	Birmingham City University 	NHS2 	91%
10007140	Birmingham City University 	NHS3 	83%
10007140	Birmingham City University 	NHS4 	91%
10007140	Birmingham City University 	NHS5 	87%
10007140	Birmingham City University 	NHS6 	84%
10007141	University of Central Lancashire 	Q01 	89%
10007141	University of Central Lancashire 	Q02 	82%
10007141	University of Central Lancashire 	Q03 	87%
10007141	University of Central Lancashire 	Q04 	82%
10007141	University of Central Lancashire 	Q05 	79%
10007141	University of Central Lancashire 	Q06 	77%
10007141	University of Central Lancashire 	Q07 	70%
10007141	University of Central Lancashire 	Q08 	77%
10007141	University of Central Lancashire 	Q09 	70%
10007141	University of Central Lancashire 	Q10 	79%
10007141	University of Central Lancashire 	Q11 	83%
10007141	University of Central Lancashire 	Q12 	79%
10007141	University of Central Lancashire 	Q13 	72%
10007141	University of Central Lancashire 	Q14 	73%
10007141	University of Central Lancashire 	Q15 	70%
10007141	University of Central Lancashire 	Q16 	89%
10007141	University of Central Lancashire 	Q17 	93%
10007141	University of Central Lancashire 	Q18 	83%
10007141	University of Central Lancashire 	Q19 	83%
10007141	University of Central Lancashire 	Q20 	86%
10007141	University of Central Lancashire 	Q21 	84%
10007141	University of Central Lancashire 	Q22 	84%
10007141	University of Central Lancashire 	Q24 	75%
10007141	University of Central Lancashire 	NHS1 	65%
10007141	University of Central Lancashire 	NHS2 	91%
10007141	University of Central Lancashire 	NHS3 	83%
10007141	University of Central Lancashire 	NHS4 	87%
10007141	University of Central Lancashire 	NHS5 	90%
10007141	University of Central Lancashire 	NHS6 	83%
10007143	University of Durham 	Q01 	91%
10007143	University of Durham 	Q02 	85%
10007143	University of Durham 	Q03 	91%
10007143	University of Durham 	Q04 	92%
10007143	University of Durham 	Q05 	78%
10007143	University of Durham 	Q06 	81%
10007143	University of Durham 	Q07 	70%
10007143	University of Durham 	Q08 	69%
10007143	University of Durham 	Q09 	64%
10007143	University of Durham 	Q10 	77%
10007143	University of Durham 	Q11 	91%
10007143	University of Durham 	Q12 	76%
10007143	University of Durham 	Q13 	90%
10007143	University of Durham 	Q14 	87%
10007143	University of Durham 	Q15 	87%
10007143	University of Durham 	Q16 	89%
10007143	University of Durham 	Q17 	89%
10007143	University of Durham 	Q18 	83%
10007143	University of Durham 	Q19 	76%
10007143	University of Durham 	Q20 	80%
10007143	University of Durham 	Q21 	81%
10007143	University of Durham 	Q22 	90%
10007143	University of Durham 	Q24 	50%
10007144	University of East London 	Q01 	85%
10007144	University of East London 	Q02 	79%
10007144	University of East London 	Q03 	82%
10007144	University of East London 	Q04 	80%
10007144	University of East London 	Q05 	77%
10007144	University of East London 	Q06 	70%
10007144	University of East London 	Q07 	68%
10007144	University of East London 	Q08 	69%
10007144	University of East London 	Q09 	67%
10007144	University of East London 	Q10 	70%
10007144	University of East London 	Q11 	78%
10007144	University of East London 	Q12 	70%
10007144	University of East London 	Q13 	78%
10007144	University of East London 	Q14 	72%
10007144	University of East London 	Q15 	71%
10007144	University of East London 	Q16 	85%
10007144	University of East London 	Q17 	86%
10007144	University of East London 	Q18 	78%
10007144	University of East London 	Q19 	81%
10007144	University of East London 	Q20 	85%
10007144	University of East London 	Q21 	81%
10007144	University of East London 	Q22 	79%
10007144	University of East London 	Q24 	61%
10007144	University of East London 	NHS1 	83%
10007144	University of East London 	NHS2 	88%
10007144	University of East London 	NHS3 	86%
10007144	University of East London 	NHS4 	85%
10007144	University of East London 	NHS5 	88%
10007144	University of East London 	NHS6 	84%
10007145	University of Gloucestershire 	Q01 	88%
10007145	University of Gloucestershire 	Q02 	81%
10007145	University of Gloucestershire 	Q03 	87%
10007145	University of Gloucestershire 	Q04 	78%
10007145	University of Gloucestershire 	Q05 	76%
10007145	University of Gloucestershire 	Q06 	74%
10007145	University of Gloucestershire 	Q07 	66%
10007145	University of Gloucestershire 	Q08 	77%
10007145	University of Gloucestershire 	Q09 	64%
10007145	University of Gloucestershire 	Q10 	77%
10007145	University of Gloucestershire 	Q11 	80%
10007145	University of Gloucestershire 	Q12 	75%
10007145	University of Gloucestershire 	Q13 	79%
10007145	University of Gloucestershire 	Q14 	72%
10007145	University of Gloucestershire 	Q15 	74%
10007145	University of Gloucestershire 	Q16 	79%
10007145	University of Gloucestershire 	Q17 	83%
10007145	University of Gloucestershire 	Q18 	78%
10007145	University of Gloucestershire 	Q19 	82%
10007145	University of Gloucestershire 	Q20 	83%
10007145	University of Gloucestershire 	Q21 	79%
10007145	University of Gloucestershire 	Q22 	80%
10007145	University of Gloucestershire 	Q24 	60%
10007146	University of Greenwich 	Q01 	90%
10007146	University of Greenwich 	Q02 	83%
10007146	University of Greenwich 	Q03 	87%
10007146	University of Greenwich 	Q04 	85%
10007146	University of Greenwich 	Q05 	81%
10007146	University of Greenwich 	Q06 	79%
10007146	University of Greenwich 	Q07 	64%
10007146	University of Greenwich 	Q08 	74%
10007146	University of Greenwich 	Q09 	70%
10007146	University of Greenwich 	Q10 	79%
10007146	University of Greenwich 	Q11 	84%
10007146	University of Greenwich 	Q12 	77%
10007146	University of Greenwich 	Q13 	82%
10007146	University of Greenwich 	Q14 	77%
10007146	University of Greenwich 	Q15 	77%
10007146	University of Greenwich 	Q16 	87%
10007146	University of Greenwich 	Q17 	88%
10007146	University of Greenwich 	Q18 	79%
10007146	University of Greenwich 	Q19 	84%
10007146	University of Greenwich 	Q20 	86%
10007146	University of Greenwich 	Q21 	84%
10007146	University of Greenwich 	Q22 	86%
10007146	University of Greenwich 	Q24 	61%
10007146	University of Greenwich 	NHS1 	90%
10007146	University of Greenwich 	NHS2 	97%
10007146	University of Greenwich 	NHS3 	88%
10007146	University of Greenwich 	NHS4 	95%
10007146	University of Greenwich 	NHS5 	95%
10007146	University of Greenwich 	NHS6 	90%
10007147	University of Hertfordshire 	Q01 	87%
10007147	University of Hertfordshire 	Q02 	77%
10007147	University of Hertfordshire 	Q03 	84%
10007147	University of Hertfordshire 	Q04 	79%
10007147	University of Hertfordshire 	Q05 	72%
10007147	University of Hertfordshire 	Q06 	67%
10007147	University of Hertfordshire 	Q07 	60%
10007147	University of Hertfordshire 	Q08 	62%
10007147	University of Hertfordshire 	Q09 	59%
10007147	University of Hertfordshire 	Q10 	73%
10007147	University of Hertfordshire 	Q11 	81%
10007147	University of Hertfordshire 	Q12 	72%
10007147	University of Hertfordshire 	Q13 	74%
10007147	University of Hertfordshire 	Q14 	72%
10007147	University of Hertfordshire 	Q15 	66%
10007147	University of Hertfordshire 	Q16 	87%
10007147	University of Hertfordshire 	Q17 	89%
10007147	University of Hertfordshire 	Q18 	81%
10007147	University of Hertfordshire 	Q19 	80%
10007147	University of Hertfordshire 	Q20 	84%
10007147	University of Hertfordshire 	Q21 	80%
10007147	University of Hertfordshire 	Q22 	80%
10007147	University of Hertfordshire 	Q24 	65%
10007147	University of Hertfordshire 	NHS1 	70%
10007147	University of Hertfordshire 	NHS2 	87%
10007147	University of Hertfordshire 	NHS3 	76%
10007147	University of Hertfordshire 	NHS4 	86%
10007147	University of Hertfordshire 	NHS5 	82%
10007147	University of Hertfordshire 	NHS6 	79%
10007148	University of Huddersfield 	Q01 	89%
10007148	University of Huddersfield 	Q02 	84%
10007148	University of Huddersfield 	Q03 	89%
10007148	University of Huddersfield 	Q04 	85%
10007148	University of Huddersfield 	Q05 	81%
10007148	University of Huddersfield 	Q06 	80%
10007148	University of Huddersfield 	Q07 	76%
10007148	University of Huddersfield 	Q08 	79%
10007148	University of Huddersfield 	Q09 	72%
10007148	University of Huddersfield 	Q10 	81%
10007148	University of Huddersfield 	Q11 	85%
10007148	University of Huddersfield 	Q12 	79%
10007148	University of Huddersfield 	Q13 	77%
10007148	University of Huddersfield 	Q14 	80%
10007148	University of Huddersfield 	Q15 	78%
10007148	University of Huddersfield 	Q16 	88%
10007148	University of Huddersfield 	Q17 	87%
10007148	University of Huddersfield 	Q18 	83%
10007148	University of Huddersfield 	Q19 	85%
10007148	University of Huddersfield 	Q20 	86%
10007148	University of Huddersfield 	Q21 	84%
10007148	University of Huddersfield 	Q22 	86%
10007148	University of Huddersfield 	Q24 	73%
10007148	University of Huddersfield 	NHS1 	73%
10007148	University of Huddersfield 	NHS2 	95%
10007148	University of Huddersfield 	NHS3 	84%
10007148	University of Huddersfield 	NHS4 	90%
10007148	University of Huddersfield 	NHS5 	91%
10007148	University of Huddersfield 	NHS6 	82%
10007149	University of Hull 	Q01 	93%
10007149	University of Hull 	Q02 	86%
10007149	University of Hull 	Q03 	89%
10007149	University of Hull 	Q04 	88%
10007149	University of Hull 	Q05 	78%
10007149	University of Hull 	Q06 	81%
10007149	University of Hull 	Q07 	66%
10007149	University of Hull 	Q08 	71%
10007149	University of Hull 	Q09 	66%
10007149	University of Hull 	Q10 	82%
10007149	University of Hull 	Q11 	87%
10007149	University of Hull 	Q12 	79%
10007149	University of Hull 	Q13 	81%
10007149	University of Hull 	Q14 	78%
10007149	University of Hull 	Q15 	80%
10007149	University of Hull 	Q16 	84%
10007149	University of Hull 	Q17 	86%
10007149	University of Hull 	Q18 	82%
10007149	University of Hull 	Q19 	84%
10007149	University of Hull 	Q20 	85%
10007149	University of Hull 	Q21 	84%
10007149	University of Hull 	Q22 	90%
10007149	University of Hull 	Q24 	80%
10007149	University of Hull 	NHS1 	79%
10007149	University of Hull 	NHS2 	93%
10007149	University of Hull 	NHS3 	90%
10007149	University of Hull 	NHS4 	91%
10007149	University of Hull 	NHS5 	91%
10007149	University of Hull 	NHS6 	89%
10007150	University of Kent 	Q01 	92%
10007150	University of Kent 	Q02 	84%
10007150	University of Kent 	Q03 	89%
10007150	University of Kent 	Q04 	88%
10007150	University of Kent 	Q05 	73%
10007150	University of Kent 	Q06 	75%
10007150	University of Kent 	Q07 	68%
10007150	University of Kent 	Q08 	70%
10007150	University of Kent 	Q09 	63%
10007150	University of Kent 	Q10 	79%
10007150	University of Kent 	Q11 	88%
10007150	University of Kent 	Q12 	76%
10007150	University of Kent 	Q13 	85%
10007150	University of Kent 	Q14 	84%
10007150	University of Kent 	Q15 	84%
10007150	University of Kent 	Q16 	83%
10007150	University of Kent 	Q17 	87%
10007150	University of Kent 	Q18 	79%
10007150	University of Kent 	Q19 	80%
10007150	University of Kent 	Q20 	81%
10007150	University of Kent 	Q21 	80%
10007150	University of Kent 	Q22 	90%
10007150	University of Kent 	Q24 	69%
10007151	University of Lincoln 	Q01 	88%
10007151	University of Lincoln 	Q02 	81%
10007151	University of Lincoln 	Q03 	87%
10007151	University of Lincoln 	Q04 	83%
10007151	University of Lincoln 	Q05 	77%
10007151	University of Lincoln 	Q06 	76%
